Field should not contain HTML tags.,Il campo non deve contenere tag HTML.
You can enter only positive numbers.,È possibile inserire solo numeri positivi.
`From Date` should be smaller than `To Date`,`Da Date` dovrebbe essere inferiore a` Per Date`
`From Date` already present in a slot.,`Da Date` già presente in una scanalatura.
`To Date` already present in a slot.,`Per Date` già presente in una scanalatura.
Coupon Display Options,Opzioni di visualizzazione Coupon
Email Subject,Oggetto dell'email
Email Template,modello di email
Email Content,Email Content
Test Email,-mail di prova
Send Email,Invia una email
Enable the Extension,Abilitare l'estensione
Show pull-out tab,Mostra scheda estraibile
Allow customer to hide/show popup,Consentire al Cliente di nascondere / mostrare pop-up
Upload pull-out tab image,Carica immagine scheda estraibile
Only .png or .jpg file format accepted. File size should not be more than 2 MB.,Solo .png o formato di file .jpg accettato. dimensione del file non deve essere superiore a 2 MB.
Display Logo,Visualizzazione del logo
Upload Logo,Upload Logo
Remove logo,Rimuovere logo
Email Recheck,Email Ricontrollare
Allow customer to provide coupon code more than one time.,Lasciare cliente per fornire un codice promozionale in più di una volta.
Enable Wheel Sound,Attiva suono della ghiera
Allow sound on rotating the wheel.,Consenti suono sulla rotazione della ruota.
Show Fireworks,spettacolo pirotecnico
Show fireworks after a customer wins.,Spettacolo pirotecnico dopo un cliente vince.
Show Customer Name,Visualizza Nome cliente
Show First Name,Visualizza Nome
Show Last Name,Mostra Cognome
Show Both,Mostra Entrambi
Show None,Visualizza None
Show customer name on the front end,Mostra il nome del cliente sul front-end
Require Customer Name,Richiede Nome cliente
Require First Name,Richiede Nome
Require Last Name,Richiede Cognome
Require Both,richiedono sia
Require None,richiede Nessuno
Require customer name on the front end,Richiede il nome del cliente sul front-end
Wheel Display Interval,Mostra Wheel Intervallo
Days,giorni
Enter the display interval (in days) after which pop will show again (if not used).,Inserire l'intervallo di visualizzazione (in giorni) dopo il quale pop mostrerà ancora una volta (se non utilizzati).
Show Progress Meter,Mostra barra di avanzamento
Progress Percentage,Progress Percentuale
Enter the percentage of the progress meter.,Inserire la percentuale della barra di avanzamento.
Progress Text,Progress testo
Enter the Text for the progress meter.,Inserisci il testo per la barra di avanzamento.
Custom CSS,CSS personalizzato
Add custom CSS code that you want to be executed on the front end,Aggiungere il codice CSS personalizzato che si desidera eseguire sul front-end
Custom JS,JS personalizzato
Add custom JS code that you want to be executed on the front end,Aggiungere il codice JS personalizzato che si desidera eseguire sul front-end
Enable Mailchimp,Abilita Mailchimp
Mailchimp Api Key,Mailchimp Api Key
Mailchimp List,Lista Mailchimp
Select List,Seleziona Lista
Enable Klaviyo,Abilita Klaviyo
Klaviyo Api Key,Klaviyo Api Key
Klaviyo List,Lista Klaviyo
Enable Constant Contact,Abilita contatto costante
Constant Contact Api Key,Constant Contact Api Key
Constant Contact Api Token,Constant Contact Api Token
Constant Contact List,Elenco dei contatti Constant
Please select atleast one page,Si prega di selezionare almeno uno pagina
Please select atleast one country,Si prega di selezionare almeno uno Paese
Field cannot be empty,Campo non può essere vuoto
Total Coupons Generated,Totale Buoni generata
Total Coupons Unused,Totale Buoni inutilizzato
Total Coupons Used,Totale Buoni usate
`Active Date` cannot be greater than `Inactive Date`,`Attivo Date` non può essere maggiore di` Inattivo Date`
`From` Date cannot be greater than `To` Date,`From` La data non può essere maggiore di` To` Data
Date & Time should be greater than current date time.,Data e ora dovrebbe essere superiore a data e ora corrente.
Total Generated,totale generato
Till,Fino
Total Used,totale Usato
Total Unused,totale inutilizzato
Coupon Statistics (Graphical),Coupon Statistics (grafica)
Select date,Seleziona la data
Generate,creare
Other Statistics,altre statistiche
Country Statistics,Country Statistics
Device Statistics,statistiche del dispositivo
Coupons List,Lista Buoni
Minimum Screen Size,Dimensioni dello schermo minima
Smartphone (320x480),Smartphone (320x480)
Tablet Portrait(768x1024),Tablet Portrait (768x1024)
Tablet Landscape (1024x768),Paesaggio Tablet (1024x768)
Laptop (1366x768),Laptop (1366x768)
Desktop(1600x1080),Desktop (1600x1080)
Smartphones only,solo Smartphone
Maximum Display Frequency,Frequenza massima di visualizzazione
Every Visit,ogni visita
One Visit per hour,Una visita all'ora
One visit per day,Una visita al giorno
One visit per week,Una visita a settimana
One visit per month,Una visita al mese
Show Spin Wheel on the front end after the specified time,Visualizza Wheel Spin sul front-end dopo il tempo specificato
Hide Spin Wheel After,Nascondi Gira la ruota Dopo
Always Display,sempre display
10 Seconds,10 secondi
20 Seconds,20 secondi
30 Seconds,30 secondi
40 Seconds,40 secondi
Choose the time interval after which the Spin Wheel on the front end will hide automatically,Scegli l'intervallo di tempo dopo il quale girare la ruota sul front-end si nasconderà automaticamente
Set Fix Time,Imposta ora Fix
Active Date/Time,Attivo Data / ora
Expire Date/Time,Scadenza Date / Time
Whom to show,A chi spettacolo
All Visitors,tutti i visitatori
New Visitors,nuovi visitatori
Returning Visitors,tornando visitatori
Select whom to show the popup.,Selezionare il quale per mostrare il popup.
When to Show,Quando Mostra
Immediately,Subito
After Time(seconds),Dopo il tempo (secondi)
When scroll down(%),Quando scorrere verso il basso (%)
When Exit,quando Exit
Select when to display the popup.,Selezionare quando visualizzare il popup.
Enter time (In Seconds),Inserire l'ora (in secondi)
Enter time in seconds after which you want to display spin wheel pop up.,Inserire il tempo in secondi dopo il quale si desidera visualizzare lo slittamento delle ruote pop-up.
Enter Scroll Percentage,Inserisci Scroll Percentuale
Enter scroll percentage after which you want to display spin wheel pop up. Do no enter % sign.,Inserisci scorrimento percentuale dopo il quale si desidera visualizzare lo slittamento delle ruote pop-up. non entrano% segno.
Geo Location,Posizione geografica
World Wide,In tutto il mondo
Display selected areas only,solo le aree di visualizzazione selezionato
Do not display selected areas,Non visualizzare aree selezionate
Select Geo Location where you want to show the popup.,Selezionare Geo posizione in cui si desidera visualizzare il popup.
Select countries.,Selezionare i paesi.
Title Text,Titolo Testo
Subtitle Text,testo dei sottotitoli
Rules Text,Testo
One rule should be entered in one line in order to show it on pop up point wise.,Una regola deve essere inserito in una linea al fine di mostrare sul pop-up punto saggio.
Are your sure?,Sei sicuro?
Please enter a valid color code,Si prega di inserire un codice colore valido
`Active Date` cannot be greater than `Expire Date`,`Attivo Date` non può essere maggiore di` Scadenza Date`
The sum of Gravity is not in the valid range. It should be betwen 1 and 100. The total is: ,La somma di gravità non è nel range valido. Dovrebbe essere betwen 1 e 100. Il totale è:
No list exists for this API key.,Non esiste alcuna lista per questa chiave API.
No. of times,Numero di volte
Date,Data
Please upload an image file.,Si prega di caricare un file immagine.
Note: select time in GMT only.,Nota: selezionare il tempo solo in GMT.
This slot is already available.,Questo slot è già disponibile.
